"description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","rank"
"45th President of the United States of AmericaÌ†ºÌ∑∫Ì†ºÌ∑∏",36828,46919402,24,45,"https://t.co/OMxB0x7xC5","Donald J. Trump",2009-03-18 13:46:38,FALSE,TRUE,"realDonaldTrump","Washington, DC","en","25073877",82964,FALSE,"http://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg",1
"Sen. Bernie Sanders is the longest serving independent in congressional history. Tweets ending in -B are from Bernie, and all others are from a staffer.",18014,7325751,33,2048,"http://t.co/8AS4FI1oge","Bernie Sanders",2009-04-07 13:02:35,FALSE,TRUE,"SenSanders","Vermont/DC","en","29442313",23902,FALSE,"http://pbs.twimg.com/profile_images/794619281271033856/Fs0QQaH7_normal.jpg",2
"Official twitter account of Senator Elizabeth Warren of Massachusetts.",2798,4071969,8,261,"http://t.co/wsbNrrUt","Elizabeth Warren",2012-11-25 15:14:27,FALSE,TRUE,"SenWarren","","en","970207298",13723,FALSE,"http://pbs.twimg.com/profile_images/722044174799777792/bXaodRhx_normal.jpg",3
"Office of the 54th Speaker of the House, Paul Ryan.",13641,3317718,389,267,"https://t.co/VgAmH7pt35","Paul Ryan",2009-01-12 21:31:25,FALSE,TRUE,"SpeakerRyan","Janesville, WI","en","18916432",12792,FALSE,"http://pbs.twimg.com/profile_images/949025012455038976/RHY5aj1F_normal.jpg",4
"U.S. Senator John McCain (R-AZ), Chairman of Senate Armed Services Committee",14080,3136363,91,380,,"John McCain",2009-01-23 13:42:31,FALSE,TRUE,"SenJohnMcCain","Phoenix, AZ / Washington, DC","en","19394188",20332,FALSE,"http://pbs.twimg.com/profile_images/898243253362929664/y1gCTcz1_normal.jpg",5
"Democratic Leader, focused on strengthening America's middle class and creating jobs; mother, grandmother, dark chocolate connoisseur.",6825,1419952,10,324,"http://t.co/wt2ed3XGGr","Nancy Pelosi",2008-08-07 15:35:02,FALSE,TRUE,"NancyPelosi","San Francisco","en","15764644",13100,FALSE,"http://pbs.twimg.com/profile_images/571313158510223360/wnSl3yXF_normal.jpeg",6
"Official account of Senator Chuck Schumer - New York‚Äôs Senator RT‚â†endorsement",12108,1324198,174,26343,"https://t.co/8Vw6E2f47h","Chuck Schumer",2008-11-19 20:10:20,FALSE,TRUE,"SenSchumer","New York, NY","en","17494010",8109,FALSE,"http://pbs.twimg.com/profile_images/940948640855674880/48ycUgvr_normal.jpg",7
"Theo and Henry's mom, U.S. Senator from New York, author of NYT bestseller Off the Sidelines. Pitcher, but sometimes left fielder. Democrat.",15498,1091305,334,505,"https://t.co/qccoyKkdDN","Kirsten Gillibrand",2009-09-07 03:53:24,FALSE,TRUE,"SenGillibrand","New York","en","72198806",7896,FALSE,"http://pbs.twimg.com/profile_images/828637094260121600/VpJGxC8b_normal.jpg",8
"Representing the State of Texas in the United States Senate.",7319,1067422,341,7378,"https://t.co/9HWCyvKunh","Senator Ted Cruz",2013-01-09 18:11:37,FALSE,TRUE,"SenTedCruz","Houston, Texas","en","1074480192",8021,FALSE,"http://pbs.twimg.com/profile_images/762696550124363776/lf5RZxth_normal.jpg",9
"United States Senator from California. On Facebook at: http://t.co/siExqwIu",6256,820627,1,222,"http://t.co/x96JRcShsB","Sen Dianne Feinstein",2012-01-27 23:06:59,FALSE,TRUE,"SenFeinstein","California","en","476256944",4982,FALSE,"http://pbs.twimg.com/profile_images/789490839940661249/t0nTT2sM_normal.jpg",10
"Congressman, Georgia's Fifth Congressional District",1825,803345,1669,147,"http://t.co/jkhd3kZYNd","John Lewis",2009-04-07 13:49:52,FALSE,TRUE,"repjohnlewis","Atlanta, GA","en","29450962",5079,FALSE,"http://pbs.twimg.com/profile_images/751446634429575169/KWfWsq0W_normal.jpg",11
"Official account of U.S. Congressman Trey Gowdy. Representing the Fourth District of South Carolina. Chairman of @GOPoversight.",1833,726463,0,406,"http://t.co/AjWmM2R00J","Trey Gowdy",2011-01-12 16:57:04,FALSE,TRUE,"TGowdySC","Spartanburg, SC","en","237348797",3721,FALSE,"http://pbs.twimg.com/profile_images/745700733920612352/loqUX6mE_normal.jpg",12
"Proudly serving the people of California's 43rd District in Congress. Ranking Member of the House Financial Services Committee (@FSCDems).",2517,667331,1137,657,"https://t.co/ODIbQQR7g9","Maxine Waters",2009-04-30 15:17:45,FALSE,TRUE,"RepMaxineWaters","Los Angeles/Washington, D.C.","en","36686040",4760,FALSE,"http://pbs.twimg.com/profile_images/851658655036583937/Jy4zSIar_normal.jpg",13
"Representing California's 28th Congressional District and Ranking Member of the House Intelligence Committee.",4372,601234,129,775,"http://t.co/Ctv7QpWmtF","Adam Schiff",2009-04-07 17:54:35,FALSE,TRUE,"RepAdamSchiff","Burbank, CA","en","29501253",4548,FALSE,"http://pbs.twimg.com/profile_images/816361054699667458/0DVL6HrY_normal.jpg",14
"Serving the people of Illinois. Democratic Whip.",10869,492951,576,2433,"https://t.co/75Y2c3yeVH","Senator Dick Durbin",2011-02-04 15:50:42,FALSE,TRUE,"SenatorDurbin","","en","247334603",4109,FALSE,"http://pbs.twimg.com/profile_images/871723567456686081/fbJgQgO1_normal.jpg",15
"Official account of U.S. Senator Patty Murray (D-WA) | Tweets come from staff unless signed ‚Äú-PM‚Äù by Senator Murray | RT‚â†endorsement",12276,423207,168,2164,"http://t.co/7bd8QMhqRT","Senator Patty Murray",2011-05-04 20:23:35,FALSE,TRUE,"PattyMurray","WA & DC","en","293131808",3113,FALSE,"http://pbs.twimg.com/profile_images/430384292917555200/ULj2LMsW_normal.jpeg",16
"Official Twitter account of Congressman Joe Kennedy III, representing Massachusetts' 4th Congressional District.",3795,419674,4,671,"https://t.co/rYNEysanC2","Rep. Joe Kennedy III",2013-01-02 19:33:36,FALSE,TRUE,"RepJoeKennedy","","en","1055907624",1853,FALSE,"http://pbs.twimg.com/profile_images/905790687853105153/wp5cZMYl_normal.jpg",17
"I am a United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington!",4429,413657,68,2433,"http://t.co/WnT9wNOtNT","Mike Lee",2009-11-09 22:47:47,FALSE,TRUE,"SenMikeLee","Utah","en","88784440",4299,FALSE,"http://pbs.twimg.com/profile_images/1766994197/official_photo_normal.jpeg",18
"Senator from Arizona",2449,408071,37,217,,"Jeff Flake",2008-08-30 17:00:58,FALSE,TRUE,"JeffFlake","Mesa, AZ","en","16056306",3357,FALSE,"http://pbs.twimg.com/profile_images/3088681915/62adc90774fc399d3722e3df422994ba_normal.jpeg",19
"Official twitter profile for U.S. Senator Bob Casey.",7237,397598,390,547,"https://t.co/EghtimAhrt","Senator Bob Casey",2010-07-27 18:38:20,FALSE,TRUE,"SenBobCasey","Scranton, PA","en","171598736",2654,FALSE,"http://pbs.twimg.com/profile_images/748886037649297408/B4cLMsR__normal.jpg",20
"U.S. Senator from Oregon. @SenateFinance Ranking Member. Follow @WydenPress for updates from my staff. Instagram: https://t.co/a6CyBjcD79",5818,390955,59,398,"https://t.co/PeDrcHcuFw","Ron Wyden",2011-02-10 16:08:15,FALSE,TRUE,"RonWyden","Oregon","en","250188760",3362,FALSE,"http://pbs.twimg.com/profile_images/847448688448294912/zobeO8dK_normal.jpg",21
"Former U.S. Senator Al Franken of Minnesota.",3986,390531,224,1125,,"U.S. Senator Al Franken",2010-07-28 16:11:35,FALSE,TRUE,"SenFranken","","en","171968009",2488,FALSE,"http://pbs.twimg.com/profile_images/885344348518449152/Fm9yfbNh_normal.jpg",22
"Connecticut‚Äôs U.S. Senator",9455,386798,430,974,"http://t.co/MfF8W57FEu","Richard Blumenthal",2011-04-06 17:13:53,FALSE,TRUE,"SenBlumenthal","Connecticut, USA","en","278124059",2698,FALSE,"http://pbs.twimg.com/profile_images/870748217440423937/_iFTgKfI_normal.jpg",23
"United States Senator from Maine. 

All tweets originate from the Press Office of Senator Susan Collins.",2447,384609,35,951,"http://t.co/GC3gCGTqQX","Sen. Susan Collins",2009-01-29 18:56:59,FALSE,TRUE,"SenatorCollins","Maine","en","19726613",3614,FALSE,"http://pbs.twimg.com/profile_images/588697537013383168/Kf_x_1u1_normal.jpg",24
"Official account of U.S. Senator Tim Scott. Honored to represent the great state of South Carolina. RTs and follows dont equal endorsements. #OpportunityAgenda",6815,374916,1058,3942,"https://t.co/EoB6giYuOp","Tim Scott",2010-11-19 20:34:30,FALSE,TRUE,"SenatorTimScott","South Carolina","en","217543151",3363,FALSE,"http://pbs.twimg.com/profile_images/747875631820603392/IPwQ2WC9_normal.jpg",25
"Official news and updates from United States Senator Bob Corker (R-Tennessee) and his staff.",3899,368133,107,558,"http://t.co/ZyiE2l8INn","Senator Bob Corker",2009-09-11 03:56:08,FALSE,TRUE,"SenBobCorker","Tennessee","en","73303753",3609,FALSE,"http://pbs.twimg.com/profile_images/910557517343789057/Sh38oulI_normal.jpg",26
"Serving Virginia in the US Senate. Vice Chairman, Intel Committee. Dad, Husband, Budget Wonk. Previous: Serial entrepreneur, business guy, 69th Governor of Va",6552,360519,933,17066,"https://t.co/sIM9jRW0rP","Mark Warner",2007-07-12 14:03:33,FALSE,TRUE,"MarkWarner","Virginia","en","7429102",4036,FALSE,"http://pbs.twimg.com/profile_images/944243549922582528/DyFwGriJ_normal.jpg",27
"Member of Congress from Minnesota's Fifth District. Vice Chair & Labor Liason, @USProgressives. Host of We The Podcast. Subscribe here: https://t.co/NSnxwreA3H",19507,359528,611,6694,"https://t.co/UKGSZjmSR6","Rep. Keith Ellison",2008-03-12 21:38:12,FALSE,TRUE,"keithellison","Minneapolis ‚Äî Washington, D.C.","en","14135426",5221,FALSE,"http://pbs.twimg.com/profile_images/933459448026218496/9hWEp7Qx_normal.jpg",28
"U.S. Senator from the State of Oregon. Instagram: https://t.co/pECsFBm1G1",7022,354068,30,826,"https://t.co/uoOTYAkx5J","Senator Jeff Merkley",2009-04-06 13:38:39,FALSE,TRUE,"SenJeffMerkley","Oregon","en","29201047",3762,FALSE,"http://pbs.twimg.com/profile_images/873324219630854144/-7ZzOONo_normal.jpg",29
"Office of United States Senator Sherrod Brown. Proud to serve Ohio. Tweets from Sherrod signed -SB.",4244,351112,55,204,"http://t.co/YX0sj7bkFG","Sherrod Brown",2009-06-01 16:07:45,FALSE,TRUE,"SenSherrodBrown","Cleveland, OH","en","43910797",3658,FALSE,"http://pbs.twimg.com/profile_images/523158370333638657/cLmYIfYa_normal.jpeg",30
"Fox News Contributor. Writing a book about the Deep State. Former Chairman, Oversight & Government Reform U.S. House of Representatives. Husband & Father.",8369,347754,23,1428,,"Jason Chaffetz",2008-12-02 04:59:53,FALSE,TRUE,"jasoninthehouse","Utah, USA","en","17800215",3983,FALSE,"http://pbs.twimg.com/profile_images/938126032988643328/Z7tX61dA_normal.jpg",31
"Official Twitter account of U.S. Senator Kamala Harris.",1700,313664,368,545,"https://t.co/d7fwQc0xoD","Kamala Harris",2016-11-29 20:16:39,FALSE,TRUE,"SenKamalaHarris","","en","803694179079458816",2103,FALSE,"http://pbs.twimg.com/profile_images/877233930046504961/B0UoxZlN_normal.jpg",32
"U.S. Sen. Bill Nelson is the senior senator from the state of Florida.",838,307572,0,101,"http://t.co/vGd5w3eooK","Bill Nelson",2009-02-11 15:44:25,FALSE,TRUE,"SenBillNelson","Florida/ Washington, D.C.","en","20597460",3227,FALSE,"http://pbs.twimg.com/profile_images/77360086/senateBillNelson_normal.jpg",33
"I work for CA-49, Chair the Subcommittee on Courts, Intellectual Property, and the Internet, & serve on the House Committee on Foreign Affairs.",21111,289185,868,34198,"http://t.co/L3qF1BVDjB","Darrell Issa",2009-03-02 17:39:00,FALSE,TRUE,"DarrellIssa","Vista, CA & Washington, DC","en","22509548",5261,FALSE,"http://pbs.twimg.com/profile_images/454338555456663552/phM7MZu5_normal.jpeg",34
"Official Twitter account for Tammy Duckworth's Senate office. Posts by staff unless signed - TD. For more information, visit",3560,253590,162,7285,"https://t.co/LDObT9hkrZ","Tammy Duckworth",2013-01-03 18:59:33,FALSE,TRUE,"SenDuckworth","","en","1058520120",2100,FALSE,"http://pbs.twimg.com/profile_images/928404187750326272/G7KDvNwC_normal.jpg",35
"Serving as House Majority Whip and representing LA-01. Follow me on Facebook: http://t.co/mIQZ2Jh9Gt and Instagram: http://t.co/5wuWc45xvq",7596,252918,484,1730,"http://t.co/JrUbzHZc34","Rep. Steve Scalise",2013-02-22 18:10:47,FALSE,TRUE,"SteveScalise","Jefferson, LA","en","1209417007",1339,FALSE,"http://pbs.twimg.com/profile_images/744267613841260544/GdM7XCZM_normal.jpg",36
"U.S. Senator for Maryland. Ranking Member, Foreign Relations Committee. https://t.co/H6tSwFVj7t https://t.co/Rwn7M4xbXO",9056,241241,1571,2583,"https://t.co/z9qFNLiW0I","Senator Ben Cardin",2010-01-27 22:03:53,FALSE,TRUE,"SenatorCardin","MD/DC","en","109071031",2699,FALSE,"http://pbs.twimg.com/profile_images/931526777410850816/jYej2QIV_normal.jpg",37
"U.S. Senator from Rhode Island, the Ocean State.",7497,231422,63,1647,"http://t.co/z6NYBzbPgY","Sheldon Whitehouse",2011-01-25 01:52:03,FALSE,TRUE,"SenWhitehouse","Rhode Island","en","242555999",2569,FALSE,"http://pbs.twimg.com/profile_images/378800000051321410/55ff7ed4f6264c8eec19a81a66be6bb0_normal.png",38
"U.S. Senator from Washington State | Tweets from Maria are signed ‚ÄìMC | Facebook:https://t.co/qLmMk10nJI
RT‚â†endorsement",4935,222983,187,1519,"https://t.co/5P50HzPLoB","Sen. Maria Cantwell",2010-02-25 19:21:52,FALSE,TRUE,"SenatorCantwell","Washington, DC","en","117501995",2052,FALSE,"http://pbs.twimg.com/profile_images/693192439046103041/I5UrYsCi_normal.jpg",39
"U.S. Senator for Colorado",2533,215746,60,312,"http://t.co/bQVU54FnhE","Michael F. Bennet",2010-12-08 16:29:29,FALSE,TRUE,"SenBennetCO","Colorado","en","224285242",2111,FALSE,"http://pbs.twimg.com/profile_images/897159863863836676/lopmOrpE_normal.jpg",40
"U.S. Senator Mazie K. Hirono - Proudly Serving the People of Hawaii",4845,200176,70,1242,"http://t.co/m4u3CFOBHg","Senator Mazie Hirono",2009-11-24 03:10:37,FALSE,TRUE,"maziehirono","Hawaii","en","92186819",2052,FALSE,"http://pbs.twimg.com/profile_images/943313772785164288/svG7qRs8_normal.jpg",41
"News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.",3190,199745,112,542,"http://t.co/i9TZOoGqOm","Senator Angus King",2013-01-07 14:52:27,FALSE,TRUE,"SenAngusKing","","en","1068481578",1635,FALSE,"http://pbs.twimg.com/profile_images/378800000406004520/c5e846a94969202654cf1ac5fafc3659_normal.jpeg",42
"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",6337,196822,1,14093,"https://t.co/CM45Tl33ts","ChuckGrassley",2007-11-26 15:17:02,FALSE,TRUE,"ChuckGrassley","Iowa","en","10615232",4762,FALSE,"http://pbs.twimg.com/profile_images/921098191507984385/XYteQA6t_normal.jpg",43
"Nelson's Dad. Husband. Rep SF Bay in Congress. Sr. Dem for @cia on Intel Cmte. Fighting for all to be more, make more & dream more. #FreedomToDream",9283,180036,10496,7302,"https://t.co/tq8A1WWg2Y","Rep. Eric Swalwell",2012-11-11 20:26:01,FALSE,TRUE,"RepSwalwell","East Bay, CA & DC (CA-15)","en","942156122",1906,FALSE,"http://pbs.twimg.com/profile_images/927233170268925953/o7rDwSKD_normal.jpg",44
"U.S. Representative from Maryland's 7th District, dedicated to serving and empowering the people I‚Äôm sworn to represent. RT's and Follows are not endorsements.",5595,176375,53,1607,"http://t.co/mKxxp6s7Jx","Elijah E. Cummings",2012-08-28 16:37:01,FALSE,TRUE,"RepCummings","Baltimore, MD","en","787373558",1750,FALSE,"http://pbs.twimg.com/profile_images/512259394520637440/iqJCC7YI_normal.jpeg",45
"Progressive Democrat representing the #EastBay in Congress. Promoting economic & racial justice, peace, & human rights. Proud member of the #resistance.",7124,169489,3019,16409,"https://t.co/hfpx6kAg4s","Rep. Barbara Lee",2011-02-07 16:28:28,FALSE,TRUE,"RepBarbaraLee","Washington, DC and Oakland, CA","en","248735463",2632,FALSE,"http://pbs.twimg.com/profile_images/831276027674558470/o7pTafU9_normal.jpg",46
"Official Twitter account for U.S. Senator Lisa Murkowski. Follow me for news and updates on what's happening in the Senate and across Alaska.",4950,166029,110,549,"https://t.co/I9sMLHODtC","Sen. Lisa Murkowski",2008-12-11 21:55:19,FALSE,TRUE,"lisamurkowski","Alaska & Washington, D.C.","en","18061669",3074,FALSE,"http://pbs.twimg.com/profile_images/740953879731425281/MZI61Ij6_normal.jpg",47
"The Official Twitter account for Congressman DeSantis. Proudly representing Florida's 6th District. Stay connected through Facebook at http://t.co/WKpKHHXK!",2297,163530,33,1397,"http://t.co/4sM6hwE6","Ron DeSantis",2013-01-03 21:20:17,FALSE,TRUE,"RepDeSantis","","en","1058807868",1002,FALSE,"http://pbs.twimg.com/profile_images/3117010951/c752457942317fd0ba6f44dbe722964a_normal.jpeg",48
"United States Senator from New Mexico.",4833,152734,15,339,"http://t.co/ETWpVFzOcZ","Tom Udall",2009-07-28 06:10:29,FALSE,TRUE,"SenatorTomUdall","Santa Fe and Washington","en","60828944",1984,FALSE,"http://pbs.twimg.com/profile_images/847475846944182272/HKMEaecM_normal.jpg",49
"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",5340,145274,18,530,"https://t.co/BxeyYfMTaA","Sen. Maggie Hassan",2012-11-13 21:27:37,FALSE,TRUE,"SenatorHassan","","en","946549322",1087,FALSE,"http://pbs.twimg.com/profile_images/816304745799356416/m1OJdlNI_normal.jpg",50
"Proudly serving the State of New Jersey in the United States Senate.",6777,143955,309,879,"http://t.co/k4dLi6HYYJ","Senator Bob Menendez",2009-01-06 21:01:12,FALSE,TRUE,"SenatorMenendez","","en","18695134",3418,FALSE,"http://pbs.twimg.com/profile_images/870757485799460864/9wPt2RH9_normal.jpg",51
"United States Senator from New Mexico",5603,143081,429,532,"http://t.co/H0fgRR2v","Martin Heinrich",2013-01-17 20:24:19,FALSE,TRUE,"MartinHeinrich","","en","1099199839",1522,FALSE,"http://pbs.twimg.com/profile_images/938165401304944641/H7HEeENC_normal.jpg",52
"",12026,141469,96,2290,"http://t.co/yrKgLVIocD","Sen. Patrick Leahy",2011-01-25 18:20:07,FALSE,TRUE,"SenatorLeahy","Washington, DC","en","242836537",2393,FALSE,"http://pbs.twimg.com/profile_images/921434597900128256/rcREOAwv_normal.jpg",53
"I proudly serve the people of West Virginia. Please do not hesitate to contact me to share your commonsense ideas, concerns or if you need assistance.",4826,139565,146,698,"http://t.co/KZ8ptSeHhI","Senator Joe Manchin",2011-01-05 14:13:33,FALSE,TRUE,"Sen_JoeManchin","","en","234374703",2076,FALSE,"http://pbs.twimg.com/profile_images/907719517266219008/am4POdPf_normal.jpg",54
"I serve as Majority Leader and Representative of California's 23rd district in the U.S. House of Representatives.",9119,138580,1410,1455,"http://t.co/8SyezFGtxi","Kevin McCarthy",2009-01-29 22:28:48,FALSE,TRUE,"GOPLeader","Bakersfield, CA","en","19739126",3101,FALSE,"http://pbs.twimg.com/profile_images/519518721065242625/udxLEfl1_normal.jpeg",55
"U.S. Senator for Maryland",3408,126621,562,476,"https://t.co/TrgkGknGmN","Chris Van Hollen",2008-12-15 15:00:29,FALSE,TRUE,"ChrisVanHollen","Maryland, USA","en","18137749",1912,FALSE,"http://pbs.twimg.com/profile_images/943708990449618944/0XSZE4Et_normal.jpg",56
"Personally curated news I find interesting, pics, and occasional opinions. Honored to represent the great state of Texas in the US Senate.",26028,125487,52,11364,"https://t.co/XHRaiulrt6","Senator John Cornyn",2008-02-07 19:52:55,FALSE,TRUE,"JohnCornyn","Austin, Texas","en","13218102",4636,FALSE,"http://pbs.twimg.com/profile_images/942198842363129856/83xaNIgb_normal.jpg",57
"U.S. Senator proudly representing the state of Michigan.",4686,124865,61,1145,"http://t.co/LDQSc7zibg","Senator Gary Peters",2011-01-10 19:17:36,FALSE,TRUE,"SenGaryPeters","","en","236511574",1296,FALSE,"http://pbs.twimg.com/profile_images/921025087251386369/11o7UGiT_normal.jpg",58
"United States Senator from the Buckeye State.",11492,120185,308,5077,"https://t.co/IR7Ky4qOaO","Rob Portman",2009-01-12 20:56:42,FALSE,TRUE,"senrobportman","Ohio","en","18915145",2799,FALSE,"http://pbs.twimg.com/profile_images/494254882728071168/tDV7lz9j_normal.jpeg",59
"U.S. Senator proudly serving the state of Arkansas.",7591,117280,8,375,"http://t.co/gR93LLUqRV","Tom Cotton",2012-11-24 19:33:10,FALSE,TRUE,"SenTomCotton","","en","968650362",1983,FALSE,"http://pbs.twimg.com/profile_images/568884049058357248/M-VeVL9u_normal.jpeg",60
"Blessed to rep beautiful South Florida and the wonderful folks who live here!",27578,114352,1,2755,"https://t.co/4TcYrpc886","Ileana Ros-Lehtinen",2008-04-01 14:59:30,FALSE,TRUE,"RosLehtinen","Miami, Florida","en","14275291",2249,FALSE,"http://pbs.twimg.com/profile_images/831516229890371584/MkmSU3JM_normal.jpg",61
"Represents California's 14th Congressional District. House Armed Services Committee, House Permanent Select Committee on Intelligence. https://t.co/gGH33BRdP5",4328,106580,299,22153,"https://t.co/kqVDVfA2eI","Jackie Speier",2009-03-17 17:02:38,FALSE,TRUE,"RepSpeier","","en","24913074",1758,FALSE,"http://pbs.twimg.com/profile_images/582638025634516992/ISzkALXv_normal.jpg",62
"Official Twitter account for Pat Toomey. Husband. Father. U.S. Senator for Pennsylvania.",4145,106348,228,1067,"http://t.co/7dKjJ0xolY","Senator Pat Toomey",2010-11-29 22:32:09,FALSE,TRUE,"SenToomey","","en","221162525",2490,FALSE,"http://pbs.twimg.com/profile_images/574930402214727683/gDu5VqMP_normal.jpeg",63
"Proudly serving Ohio's beautiful fourth district.",2378,105885,64,5212,"http://t.co/c12aOiA0EU","Rep. Jim Jordan",2008-12-16 17:20:24,FALSE,TRUE,"Jim_Jordan","Washington, D.C. ","en","18166778",1980,FALSE,"http://pbs.twimg.com/profile_images/596012379231617025/TtrAXbnA_normal.jpg",64
"U.S. Senator from North Carolina, Chairman of the Senate Select Committee on Intelligence",3393,103691,45,1838,"http://t.co/MHZvAsvWrN","Richard Burr",2009-02-18 01:53:03,FALSE,TRUE,"SenatorBurr","Winston-Salem, NC","en","21157904",3082,FALSE,"http://pbs.twimg.com/profile_images/588079658819653632/wwdO4Eqv_normal.jpg",65
"Official account for Senator Edward J. Markey. National leader on energy, environment, climate, telecom. Voice for consumer protection. https://t.co/nfYWzVp6R8",11118,103059,229,1353,"https://t.co/PvCpESuHno","Ed Markey",2009-02-20 15:49:29,FALSE,TRUE,"SenMarkey","MA","en","21406834",2679,FALSE,"http://pbs.twimg.com/profile_images/871723431695396865/Ff5dlbMr_normal.jpg",66
"The Democratic Whip of the U.S. House of Representatives, representing Maryland's 5th Congressional District.",14472,101662,58,4048,"https://t.co/xHpo1zZ2a1","Steny Hoyer",2009-02-26 14:13:01,FALSE,TRUE,"WhipHoyer","Washington, DC","en","22012091",2661,FALSE,"http://pbs.twimg.com/profile_images/742490369347203072/WLvGn-ia_normal.jpg",67
"Proudly serving the state of Colorado in the United States Senate. This is my official Senate Twitter account.",3794,100579,14,289,,"Cory Gardner",2011-01-07 17:02:56,FALSE,TRUE,"SenCoryGardner","Colorado","en","235217558",1690,FALSE,"http://pbs.twimg.com/profile_images/562347582215573505/4BV0djAm_normal.jpeg",68
"Official Twitter account for the Office of Rep. @TedLieu, serving #CA33 in the U.S. House of Representatives ‚Ä¢ https://t.co/cSZYg2t9ap ‚Ä¢ https://t.co/oA7bA0mWrM",3634,98701,353,5244,"https://t.co/pBjTY8HPFz","Rep. Ted Lieu",2015-02-19 20:08:54,FALSE,TRUE,"RepTedLieu","Los Angeles, CA & Washington, DC","en","3044993235",912,FALSE,"http://pbs.twimg.com/profile_images/847301145571639296/mOv9vxTq_normal.jpg",69
"Third-generation Montana farmer. Proud grandfather. Former school teacher. Flattop icon. Trumpet player. Montana's senior Senator.",3686,97616,176,923,"http://t.co/G4S7FHr0Od","Senator Jon Tester",2012-03-05 20:13:29,FALSE,TRUE,"SenatorTester","Montana","en","515822213",945,FALSE,"http://pbs.twimg.com/profile_images/843961388187967488/-UJY-klQ_normal.jpg",70
"The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.",848,97388,0,1,,"Senator Ben Sasse",2015-01-05 22:39:56,FALSE,TRUE,"SenSasse","","en","2962923040",1365,FALSE,"http://pbs.twimg.com/profile_images/552233907337179138/D7idMyaS_normal.jpeg",71
"Aloha - Official account of Rep Tulsi Gabbard (HI-02), managed by staff. (Use of TG's military rank, title, or photo do not imply Army or DoD endorsement.)",3209,96076,321,1133,"https://t.co/v6vyBxswOs","Rep. Tulsi Gabbard",2013-01-05 22:57:50,FALSE,TRUE,"TulsiPress","","en","1064206014",1199,FALSE,"http://pbs.twimg.com/profile_images/3599981746/f2ae50b7a68febfe1c960e713e5a0ff4_normal.jpeg",72
"Texas Congressman, Member of the House Foreign Affairs and House Intelligence Committees",9990,95907,2917,1172,"http://t.co/SBuEnv1k","Joaquin Castro",2010-12-28 18:41:02,FALSE,TRUE,"JoaquinCastrotx","San Antonio, Texas","en","231510077",1709,FALSE,"http://pbs.twimg.com/profile_images/1268126174/Joaquin_Castro_in_2008_normal.jpg",73
"Member of Congress, representing the first district of Texas which encompasses over 12 counties stretching nearly 120 miles down the eastern border of Texas.",6249,94644,43,668,"http://t.co/dvOOcVB1hy","Louie Gohmert",2009-02-26 20:14:28,FALSE,TRUE,"replouiegohmert","","en","22055226",1858,FALSE,"http://pbs.twimg.com/profile_images/378800000474059588/ae423b08bb7a6e382fbd54184d3257a9_normal.jpeg",74
"Official Account for Nevada U.S. Senator @DeanHeller. #HomeMeansNevada",6288,91799,1,11958,"http://t.co/tnRta2EeF6","Dean Heller",2011-03-14 18:31:08,FALSE,TRUE,"SenDeanHeller","Nevada","en","266133081",1808,FALSE,"http://pbs.twimg.com/profile_images/856571974935609344/gPG4Gmf-_normal.jpg",75
"U.S. Senator Joe Donnelly's communications staff",5142,90208,3,216,"http://t.co/fSOunnwiXz","Senator Joe Donnelly",2010-11-16 22:24:01,FALSE,TRUE,"SenDonnelly","","en","216503958",1617,FALSE,"http://pbs.twimg.com/profile_images/857707501067923457/TdS-N-Yx_normal.jpg",76
"U.S. Senator John Thune, South Dakota. Chairman of @SenateGOP & @SenateCommerce. Father. Husband. Avid Outdoorsman. Sports Fan.",4243,89297,32,322,"http://t.co/OiwOiAFGGw","Senator John Thune",2011-05-10 16:41:48,FALSE,TRUE,"SenJohnThune","","en","296361085",2043,FALSE,"http://pbs.twimg.com/profile_images/1347910653/JRTTwitterProfile_normal.jpg",77
"Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin. Tweets from Tammy are signed -TB.",11094,88506,471,2681,"http://t.co/p7vErFeoRD","Sen. Tammy Baldwin",2013-01-09 18:29:44,FALSE,TRUE,"SenatorBaldwin","Washington, D.C.","en","1074518754",1853,FALSE,"http://pbs.twimg.com/profile_images/888484691120148481/IQiOuvpT_normal.jpg",78
"US Congress - El Paso",3927,87206,788,280,"https://t.co/Qj93LsYeQ4","Rep. Beto O'Rourke",2013-01-30 14:52:51,FALSE,TRUE,"RepBetoORourke","El Paso, TX","en","1134292500",719,FALSE,"http://pbs.twimg.com/profile_images/831251094827368452/qkdPRpd__normal.jpg",79
